subsidy_id,is_synthetic,subsidy_name,subsidy_category,locality,lga_name,abs_lga_code,vicmap_lga_code,regional_group,area_type,anchor_osm_id,anchor_poi_name,anchor_poi_category,anchor_poi_subcategory,anchor_latitude,anchor_longitude,anchor_role,geographic_scope,applicant_type,occupation_restriction,benefit_type,max_amount_aud,payment_frequency,income_limit_aud_annual,income_assessment_unit,age_subject,age_min,age_max,new_resident_required,apply_within_days_of_move,minimum_move_distance_km,eligibility_summary,required_evidence,mock_application_open_date,mock_application_close_date,mock_status,mock_provider,official_source_url,application_url,source_type,generated_on,record_notice
MOCK-SUB-0123,true,[MOCK] Sebastopol Early Years Participation Voucher,childcare,SEBASTOPOL,BALLARAT,20570,302,Central Highlands,regional_city,n2194128996,Sebastopol Kindergarten,education,kindergarten,-37.5915553,143.8414542,context_only_not_provider,mock_locality,household,none,voucher,450,one_off,110000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in SEBASTOPOL (BALLARAT LGA). Annual gross household income at most AUD 110000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-09-30,2026-12-24,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0124,true,[MOCK] Bacchus Marsh Moving Expense Support,relocation,BACCHUS MARSH,MOORABOOL,25150,350,Central Highlands,rural_council,n5589387393,Bacchus Marsh Public Hall,community,community_centre,-37.6765775,144.4410405,context_only_not_provider,mock_locality,household,none,reimbursement,1900,one_off,90000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in BACCHUS MARSH (MOORABOOL LGA). Annual gross household income at most AUD 90000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-08-11,2026-10-09,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0125,true,[MOCK] Warrnambool Sport Participation Voucher,sport,WARRNAMBOOL,WARRNAMBOOL,26730,369,Great South Coast,regional_city,w784633354,,recreation,park,-38.3708817,142.4824477,context_only_not_provider,mock_locality,individual,none,voucher,250,one_off,,individual,applicant,5,25,false,,,FICTIONAL TEST RULES: reside in WARRNAMBOOL (WARRNAMBOOL LGA). No income limit in this mock scenario. Local resident aged 5 to 25; sports enrolment or equipment quote required.,Proof of identity and locality residence; Local resident aged 5 to 25; sports enrolment or equipment quote required.,2026-07-01,2027-04-17,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0126,true,[MOCK] Geelong West Health Access Reimbursement,healthcare,GEELONG WEST,GREATER GEELONG,22750,327,Barwon,regional_city,n1923571725,Amcal,healthcare,pharmacy,-38.1384079,144.3369927,context_only_not_provider,mock_locality,individual,none,reimbursement,250,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in GEELONG WEST (GREATER GEELONG LGA). Annual gross individual income at most AUD 75000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-08-21,2027-01-01,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0127,true,[MOCK] Tintaldra Moving Expense Support,relocation,TINTALDRA,TOWONG,26670,367,Ovens Murray,rural_council,w345646793,Tintaldra Public Hall,community,community_centre,-36.0480891,147.9315211,context_only_not_provider,mock_locality,household,none,reimbursement,1750,one_off,75000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in TINTALDRA (TOWONG LGA). Annual gross household income at most AUD 75000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-05-05,2027-04-01,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0128,true,[MOCK] Moe Moving Expense Support,relocation,MOE,LATROBE,23810,337,Gippsland,regional_city,w1393797460,Baw Baw Views,community,social_facility,-38.174732,146.269799,context_only_not_provider,mock_locality,household,none,reimbursement,4500,one_off,75000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in MOE (LATROBE LGA). Annual gross household income at most AUD 75000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-05-03,2026-12-17,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0129,true,[MOCK] Mount Clear Early Years Participation Voucher,childcare,MOUNT CLEAR,BALLARAT,20570,302,Central Highlands,regional_city,w1287039595,,education,kindergarten,-37.5971758,143.8672595,context_only_not_provider,mock_locality,household,none,voucher,1350,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in MOUNT CLEAR (BALLARAT LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-04-30,2027-02-13,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0130,true,[MOCK] Beulah School Essentials Support,school_support,BEULAH,YARRIAMBIACK,27630,378,Wimmera Southern Mallee,rural_council,w230223454,Beulah Primary School,education,school,-35.9446451,142.4185471,context_only_not_provider,mock_locality,household,none,voucher,250,one_off,110000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in BEULAH (YARRIAMBIACK LGA). Annual gross household income at most AUD 110000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-10-16,2027-02-02,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0131,true,[MOCK] Wycheproof Health Access Reimbursement,healthcare,WYCHEPROOF,BULOKE,21270,309,Mallee,rural_council,n11473943839,Wycheproof Pharmacy Depot,healthcare,pharmacy,-36.0764254,143.2258951,context_only_not_provider,mock_locality,individual,none,reimbursement,600,one_off,45000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in WYCHEPROOF (BULOKE LGA). Annual gross individual income at most AUD 45000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-06-24,2027-03-31,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0132,true,[MOCK] Bendigo Household Settling Support,housing_setup,BENDIGO,GREATER BENDIGO,22620,325,Loddon Campaspe,regional_city,w827550051,St Vincent De Paul Assistance Centre Bendigo,community,social_facility,-36.7576639,144.2857166,context_only_not_provider,mock_locality,household,none,reimbursement,1250,one_off,75000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in BENDIGO (GREATER BENDIGO LGA). Annual gross household income at most AUD 75000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-11-02,2027-02-24,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0133,true,[MOCK] Corinella Home Efficiency Rebate,energy,CORINELLA,BASS COAST,20740,304,Gippsland,rural_council,w858914518,Corinella Community Hall,community,community_centre,-38.4143488,145.4333369,context_only_not_provider,mock_locality,household,none,rebate,700,one_off,110000,household,applicant,18,,false,,,FICTIONAL TEST RULES: reside in CORINELLA (BASS COAST LGA). Annual gross household income at most AUD 110000. Primary residence in locality; owner consent if renting and efficiency upgrade quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Primary residence in locality; owner consent if renting and efficiency upgrade quote required.,2026-04-12,2026-11-27,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0134,true,[MOCK] Goroke Community Participation Voucher,community,GOROKE,WEST WIMMERA,26890,371,Wimmera Southern Mallee,rural_council,n11493846306,Rural Transaction Centre - RTC,community,community_centre,-36.7184939,141.4717887,context_only_not_provider,mock_locality,individual,none,voucher,450,one_off,60000,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in GOROKE (WEST WIMMERA LGA). Annual gross individual income at most AUD 60000. Local resident joining a community class or activity; registration confirmation required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Local resident joining a community class or activity; registration confirmation required.,2026-08-15,2027-04-09,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0135,true,[MOCK] Norlane Early Years Participation Voucher,childcare,NORLANE,GREATER GEELONG,22750,327,Barwon,regional_city,w266825244,Montessori Minds Childcare & Kindergarten,education,kindergarten,-38.0961616,144.3547166,context_only_not_provider,mock_locality,household,none,voucher,500,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in NORLANE (GREATER GEELONG LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-04-19,2026-12-26,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0136,true,[MOCK] Rosedale Household Settling Support,housing_setup,ROSEDALE,WELLINGTON,26810,370,Gippsland,rural_council,n13204373255,Rosedale Neighbourhood House,community,community_centre,-38.1543742,146.7882616,context_only_not_provider,mock_locality,household,none,reimbursement,1100,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in ROSEDALE (WELLINGTON LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-05-13,2027-01-08,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0137,true,[MOCK] Drouin Household Settling Support,housing_setup,DROUIN,BAW BAW,20830,305,Gippsland,rural_council,n7202267690,Drouin RSL Sub-branch,community,community_centre,-38.1337273,145.8537186,context_only_not_provider,mock_locality,household,none,reimbursement,2500,one_off,75000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in DROUIN (BAW BAW LGA). Annual gross household income at most AUD 75000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-04-25,2027-01-03,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0138,true,[MOCK] Beaufort Local Travel Voucher,transport,BEAUFORT,PYRENEES,25990,359,Central Highlands,rural_council,n13571810613,Beaufort 1,public_transport,stop_position,-37.4275349,143.3829369,context_only_not_provider,mock_locality,individual,none,voucher,400,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in BEAUFORT (PYRENEES LGA). Annual gross individual income at most AUD 75000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-05-24,2027-03-21,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0139,true,[MOCK] Eaglehawk Moving Expense Support,relocation,EAGLEHAWK,GREATER BENDIGO,22620,325,Loddon Campaspe,regional_city,w1012938325,Eaglehawk Town Hall,community,town_hall,-36.7171867,144.2511477,context_only_not_provider,mock_locality,household,none,reimbursement,2050,one_off,90000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in EAGLEHAWK (GREATER BENDIGO LGA). Annual gross household income at most AUD 90000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-03-23,2026-07-11,mock_closed,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0140,true,[MOCK] Swan Hill Moving Expense Support,relocation,SWAN HILL,SWAN HILL,26610,366,Mallee,rural_council,w1306104776,Stradbroke Hall,community,community_centre,-35.3436072,143.5509981,context_only_not_provider,mock_locality,household,none,reimbursement,3350,one_off,90000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in SWAN HILL (SWAN HILL LGA). Annual gross household income at most AUD 90000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-05-05,2026-10-17,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0141,true,[MOCK] Barwon Heads School Essentials Support,school_support,BARWON HEADS,GREATER GEELONG,22750,327,Barwon,regional_city,w70259025,Barwon Heads Primary School,education,school,-38.281002,144.4848974,context_only_not_provider,mock_locality,household,none,voucher,550,one_off,75000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in BARWON HEADS (GREATER GEELONG LGA). Annual gross household income at most AUD 75000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-04-15,2027-05-06,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0142,true,[MOCK] Shepparton Local Travel Voucher,transport,SHEPPARTON,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,n13741898764,Aquamoves/Tom Collins Dr,public_transport,stop_position,-36.3860293,145.3944373,context_only_not_provider,mock_locality,individual,none,voucher,250,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in SHEPPARTON (GREATER SHEPPARTON LGA). Annual gross individual income at most AUD 75000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-06-25,2027-02-12,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0143,true,[MOCK] Alfredton Early Years Participation Voucher,childcare,ALFREDTON,BALLARAT,20570,302,Central Highlands,regional_city,w1280788350,Alfredton Uniting Kindergarten,education,kindergarten,-37.5523594,143.8064536,context_only_not_provider,mock_locality,household,none,voucher,950,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in ALFREDTON (BALLARAT LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-10-19,2026-12-31,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0144,true,[MOCK] Apsley Local Travel Voucher,transport,APSLEY,WEST WIMMERA,26890,371,Wimmera Southern Mallee,rural_council,n13917123643,Splatt St/Wimmera Hwy,public_transport,bus_stop,-36.9685732,141.0834911,context_only_not_provider,mock_locality,individual,none,voucher,350,one_off,45000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in APSLEY (WEST WIMMERA LGA). Annual gross individual income at most AUD 45000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-08-11,2027-04-03,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0145,true,[MOCK] Drummond School Essentials Support,school_support,DRUMMOND,HEPBURN,22910,329,Central Highlands,rural_council,w199765376,Drummond Primary School,education,school,-37.2353603,144.3303279,context_only_not_provider,mock_locality,household,none,voucher,750,one_off,75000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in DRUMMOND (HEPBURN LGA). Annual gross household income at most AUD 75000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-08-18,2027-03-27,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0146,true,[MOCK] Morwell Early Years Participation Voucher,childcare,MORWELL,LATROBE,23810,337,Gippsland,regional_city,w367074538,,education,childcare,-38.2395325,146.3875378,context_only_not_provider,mock_locality,household,none,voucher,1650,one_off,110000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in MORWELL (LATROBE LGA). Annual gross household income at most AUD 110000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-07-24,2027-02-13,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0147,true,[MOCK] Delacombe Health Access Reimbursement,healthcare,DELACOMBE,BALLARAT,20570,302,Central Highlands,regional_city,n13274878001,Lotus Family Clinic,healthcare,clinic,-37.5873554,143.8241871,context_only_not_provider,mock_locality,individual,none,reimbursement,450,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in DELACOMBE (BALLARAT LGA). Annual gross individual income at most AUD 75000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-07-18,2027-01-07,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0148,true,[MOCK] Penshurst Early Years Participation Voucher,childcare,PENSHURST,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,w1429195722,Penshurst Preschool,education,kindergarten,-37.8768896,142.2932921,context_only_not_provider,mock_locality,household,none,voucher,1250,one_off,75000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in PENSHURST (SOUTHERN GRAMPIANS LGA). Annual gross household income at most AUD 75000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-06-20,2027-03-09,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0149,true,[MOCK] Gisborne Early Years Participation Voucher,childcare,GISBORNE,MACEDON RANGES,24130,339,Loddon Campaspe,rural_council,n2669551817,Swinburne Avenue Kindergarten,education,kindergarten,-37.4763832,144.5856312,context_only_not_provider,mock_locality,household,none,voucher,700,one_off,110000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in GISBORNE (MACEDON RANGES LGA). Annual gross household income at most AUD 110000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-08-27,2026-11-13,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0150,true,[MOCK] Geelong West Community Participation Voucher,community,GEELONG WEST,GREATER GEELONG,22750,327,Barwon,regional_city,w266742720,Ukrainian Community Hall,community,community_centre,-38.1352641,144.3490345,context_only_not_provider,mock_locality,individual,none,voucher,500,one_off,,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in GEELONG WEST (GREATER GEELONG LGA). No income limit in this mock scenario. Local resident joining a community class or activity; registration confirmation required. Applicant aged at least 18.,Proof of identity and locality residence; Local resident joining a community class or activity; registration confirmation required.,2026-04-21,2026-07-18,mock_closed,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0151,true,[MOCK] Kennington Local Travel Voucher,transport,KENNINGTON,GREATER BENDIGO,22620,325,Loddon Campaspe,regional_city,n11273716760,Strath Village SC/Edwards Rd,public_transport,bus_stop,-36.7743178,144.3042563,context_only_not_provider,mock_locality,individual,none,voucher,350,one_off,60000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in KENNINGTON (GREATER BENDIGO LGA). Annual gross individual income at most AUD 60000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-05-05,2026-12-14,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0152,true,[MOCK] Whitfield Moving Expense Support,relocation,WHITFIELD,WANGARATTA,26700,368,Ovens Murray,regional_city,w579550561,Whitfield Hall,community,community_centre,-36.7646315,146.4143324,context_only_not_provider,mock_locality,household,none,reimbursement,2450,one_off,110000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in WHITFIELD (WANGARATTA LGA). Annual gross household income at most AUD 110000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-08-21,2027-04-19,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0153,true,[MOCK] Mooroopna Household Settling Support,housing_setup,MOOROOPNA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,n12698075850,MG O'Brien Hall,community,community_centre,-36.3944626,145.3625932,context_only_not_provider,mock_locality,household,none,reimbursement,1850,one_off,75000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in MOOROOPNA (GREATER SHEPPARTON LGA). Annual gross household income at most AUD 75000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-11-11,2027-04-03,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0154,true,[MOCK] Bell Park Household Settling Support,housing_setup,BELL PARK,GREATER GEELONG,22750,327,Barwon,regional_city,w939343346,Victorian Croatian Aged Care Services,community,social_facility,-38.1051709,144.3335143,context_only_not_provider,mock_locality,household,none,reimbursement,2500,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in BELL PARK (GREATER GEELONG LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-08-27,2027-02-14,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0155,true,[MOCK] Soldiers Hill School Essentials Support,school_support,SOLDIERS HILL,BALLARAT,20570,302,Central Highlands,regional_city,w127980669,St Columba's School,education,school,-37.5460272,143.8599288,context_only_not_provider,mock_locality,household,none,voucher,600,one_off,75000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in SOLDIERS HILL (BALLARAT LGA). Annual gross household income at most AUD 75000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-10-01,2027-01-14,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0156,true,[MOCK] Kialla Local Travel Voucher,transport,KIALLA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,n654589675,Kialla Terminus/Waranga Dr,public_transport,stop_position,-36.4184928,145.4029313,context_only_not_provider,mock_locality,individual,none,voucher,450,one_off,60000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in KIALLA (GREATER SHEPPARTON LGA). Annual gross individual income at most AUD 60000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-09-19,2026-12-31,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
